2.9130000000000003,0.34,Dzerzhinsk,Russia,57.05N,42.79E
1891-01-01,-0.1339999999999999,0.44299999999999995,Ebina,Japan,36.17N,139.23E
1891-02-01,1.399,0.586,Ebina,Japan,36.17N,139.23E
1891-03-01,6.83,0.379,Ebina,Japan,36.17N,139.23E
1891-04-01,10.095,0.248,Ebina,Japan,36.17N,139.23E
1891-05-01,16.54,0.294,Ebina,Japan,36.17N,139.23E
1891-06-01,18.87,0.47600000000000003,Ebina,Japan,36.17N,139.23E
1891-07-01,23.388,0.332,Ebina,Japan,36.17N,139.23E
1891-08-01,23.820999999999998,0.336,Ebina,Japan,36.17N,139.23E
1891-09-01,22.484,0.39899999999999997,Ebina,Japan,36.17N,139.23E
1891-10-01,14.045,0.5379999999999999,Ebina,Japan,36.17N,139.23E
1891-11-01,8.14,0.74,Ebina,Japan,36.17N,139.23E
1891-12-01,3.6,0.503,Ebina,Japan,36.17N,139.23E
1892-01-01,1.024,0.623,Ebina,Japan,36.17N,139.23E
1892-02-01,1.621,0.33899999999999997,Ebina,Japan,36.17N,139.23E
1892-03-01,3.142,0.664,Ebina,Japan,36.17N,139.23E
1892-04-01,10.97,0.363,Ebina,Japan,36.17N,139.23E
1892-05-01,15.038999999999998,0.534,Ebina,Japan,36.17N,139.23E
1892-06-01,19.765,0.222,Ebina,Japan,36.17N,139.23E
1892-07-01,24.724,0.414,Ebina,Japan,36.17N,139.23E
1892-08-01,24.76,0.41700000000000004,Ebina,Japan,36.17N,139.23E
1892-09-01,21.403,0.284,Ebina,Japan,36.17N,139.23E
1892-10-01,14.41,0.24,Ebina,Japan,36.17N,139.23E
1892-11-01,7.558000000000002,0.5760000000000001,Ebina,Japan,36.17N,139.23E
1892-12-01,0.7689999999999997,0.69,Ebina,Japan,36.17N,139.23E
1893-01-01,-0.10399999999999987,0.919,Ebina,Japan,36.17N,139.23E
1893-02-01,-0.5060000000000002,0.754,Ebina,Japan,36.17N,139.23E
1893-03-01,3.6710000000000003,0.395,Ebina,Japan,36.17N,139.23E
1893-04-01,10.839,0.317,Ebina,Japan,36.17N,139.23E
1893-05-01,14.166999999999998,0.41200000000000003,Ebina,Japan,36.17N,139.23E
1893-06-01,18.763,0.509,Ebina,Japan,36.17N,139.23E
1893-07-01,23.764000000000006,0.643,Ebina,Japan,36.17N,139.23E
1893-08-01,24.789,0.28600000000000003,Ebina,Japan,36.17N,139.23E
1893-09-01,20.935,0.557,Ebina,Japan,36.17N,139.23E
1893-10-01,14.039000000000001,0.406,Ebina,Japan,36.17N,139.23E
1893-11-01,7.935,0.42,Ebina,Japan,36.17N,139.23E
1893-12-01,2.229,0.645,Ebina,Japan,36.17N,139.23E
1894-01-01,0.4750000000000001,0.69,Ebina,Japan,36.17N,139.23E
1894-02-01,1.24,0.7340000000000001,Ebina,Japan,36.17N,139.23E
1894-03-01,6.147,0.674,Ebina,Japan,36.17N,139.23E
1894-04-01,11.887,0.489,Ebina,Japan,36.17N,139.23E
1894-05-01,14.727,0.326,Ebina,Japan,36.17N,139.23E
1894-06-01,22.284000000000002,0.37799999999999995,Ebina,Japan,36.17N,139.23E
1894-07-01,25.6,0.314,Ebina,Japan,36.17N,139.23E
1894-08-01,25.37,0.588,Ebina,Japan,36.17N,139.23E
1894-09-01,20.590999999999998,0.483,Ebina,Japan,36.17N,139.23E
1894-10-01,13.616,0.366,Ebina,Japan,36.17N,139.23E
1894-11-01,9.717,0.45899999999999996,Ebina,Japan,36.17N,139.23E
1894-12-01,3.428,0.62,Ebina,Japan,36.17N,139.23E
1895-01-01,-0.04600000000000004,0.642,Ebina,Japan,36.17N,139.23E
1895-02-01,1.281,0.5429999999999999,Ebina,Japan,36.17N,139.23E
1895-03-01,5.391,0.34,Ebina,Japan,36.17N,139.23E
1895-04-01,11.056,0.452,Ebina,Japan,36.17N,139.23E
1895-05-01,15.934000000000001,0.584,Ebina,Japan,36.17N,139.23E
1895-06-01,19.083,0.292,Ebina,Japan,36.17N,139.23E
1895-07-01,21.410999999999998,0.41700000000000004,Ebina,Japan,36.17N,139.23E
1895-08-01,24.816000000000006,0.297,Ebina,Japan,36.17N,139.23E
1895-09-01,21.555000000000003,0.298,Ebina,Japan,36.17N,139.23E
1895-10-01,14.747,0.337,Ebina,Japan,36.17N,139.23E
1895-11-01,8.202,0.244,Ebina,Japan,36.17N,139.23E
1895-12-01,3.265,0.45899999999999996,Ebina,Japan,36.17N,139.23E
1896-01-01,0.942,0.29600000000000004,Ebina,Japan,36.17N,139.23E
1896-02-01,1.5459999999999998,0.5429999999999999,Ebina,Japan,36.17N,139.23E
1896-03-01,3.96,0.43,Ebina,Japan,36.17N,139.23E
1896-04-01,12.027999999999999,0.5660000000000001,Ebina,Japan,36.17N,139.23E
1896-05-01,15.515,0.183,Ebina,Japan,36.17N,139.23E
1896-06-01,20.668000000000003,0.276,Ebina,Japan,36.17N,139.23E
1896-07-01,22.848000000000006,0.259,Ebina,Japan,36.17N,139.23E
1896-08-01,24.834,0.489,Ebina,Japan,36.17N,139.23E
1896-09-01,20.552000000000003,0.493,Ebina,Japan,36.17N,139.23E
1896-10-01,13.710999999999999,0.423,Ebina,Japan,36.17N,139.23E
1896-11-01,8.706,0.35,Ebina,Japan,36.17N,139.23E
1896-12-01,2.6179999999999994,0.5,Ebina,Japan,36.17N,139.23E
1897-01-01,1.625,0.6579999999999999,Ebina,Japan,36.17N,139.23E
1897-02-01,1.561,0.327,Ebina,Japan,36.17N,139.23E
1897-03-01,4.368,0.496,Ebina,Japan,36.17N,139.23E
1897-04-01,9.468,0.414,Ebina,Japan,36.17N,139.23E
1897-05-01,15.809000000000001,0.244,Ebina,Japan,36.17N,139.23E
1897-06-01,18.078,0.461,Ebina,Japan,36.17N,139.23E
1897-07-01,22.445999999999998,0.23399999999999999,Ebina,Japan,36.17N,139.23E
1897-08-01,24.358,0.42,Ebina,Japan,36.17N,139.23E
1897-09-01,19.643,0.353,Ebina,Japan,36.17N,139.23E
1897-10-01,13.222000000000001,0.386,Ebina,Japan,36.17N,139.23E
1897-11-01,8.521,0.74,Ebina,Japan,36.17N,139.23E
1897-12-01,1.5989999999999998,0.531,Ebina,Japan,36.17N,139.23E
1898-01-01,1.986,0.7290000000000001,Ebina,Japan,36.17N,139.23E
1898-02-01,2.391,0.43799999999999994,Ebina,Japan,36.17N,139.23E
1898-03-01,3.698,0.355,Ebina,Japan,36.17N,139.23E
1898-04-01,9.652,0.39899999999999997,Ebina,Japan,36.17N,139.23E
1898-05-01,15.201,0.425,Ebina,Japan,36.17N,139.23E
1898-06-01,18.429000000000002,0.29100000000000004,Ebina,Japan,36.17N,139.23E
1898-07-01,25.018,0.447,Ebina,Japan,36.17N,139.23E
1898-08-01,25.183000000000003,0.39899999999999997,Ebina,Japan,36.17N,139.23E
1898-09-01,20.204,0.225,Ebina,Japan,36.17N,139.23E
1898-10-01,14.152000000000001,0.195,Ebina,Japan,36.17N,139.23E
1898-11-01,9.384,0.473,Ebina,Japan,36.17N,139.23E
1898-12-01,4.6019999999999985,0.653,Ebina,Japan,36.17N,139.23E
1899-01-01,1.195,0.76,Ebina,Japan,36.17N,139.23E
1899-02-01,2.322,0.5720000000000001,Ebina,Japan,36.17N,139.23E
1899-03-01,6.441,0.44799999999999995,Ebina,Japan,36.17N,139.23E
1899-04-01,11.147,0.47,Ebina,Japan,36.17N,139.23E
1899-05-01,16.589000000000002,0.5660000000000001,Ebina,Japan,36.17N,139.23E
1899-06-01,20.791999999999998,0.29100000000000004,Ebina,Japan,36.17N,139.23E
1899-07-01,22.724,0.583,Ebina,Japan,36.17N,139.23E
1899-08-01,24.868,0.21600000000000003,Ebina,Japan,36.17N,139.23E
1899-09-01,18.885,0.322,Ebina,Japan,36.17N,139.23E
1899-10-01,12.429,0.235,Ebina,Japan,36.17N,139.23E
1899-11-01,6.996,0.324,Ebina,Japan,36.17N,139.23E
1899-12-01,3.446,0.433,Ebina,Japan,36.17N,139.23E
1900-01-01,-0.5700000000000001,0.43,Ebina,Japan,36.17N,139.23E
1900-02-01,0.932,0.528,Ebina,Japan,36.17N,139.23E
1900-03-01,4.175,0.214,Ebina,Japan,36.17N,139.23E
1900-04-01,10.21,0.342,Ebina,Japan,36.17N,139.23E
1900-05-01,16.124000000000002,0.469,Ebina,Japan,36.17N,139.23E
1900-06-01,18.475,0.435,Ebina,Japan,36.17N,139.23E
1900-07-01,22.040000000000006,0.529,Ebina,Japan,36.17N,139.23E
1900-08-01,25.259,0.301,Ebina,Japan,36.17N,139.23E
1900-09-01,21.340999999999998,0.368,Ebina,Japan,36.17N,139.23E
1900-10-01,14.481,0.461,Ebina,Japan,36.17N,139.23E
1900-11-01,9.315,0.38,Ebina,Japan,36.17N,139.23E
1900-12-01,3.491,0.6759999999999999,Ebina,Japan,36.17N,139.23E
1901-01-01,2.247,0.295,Ebina,Japan,36.17N,139.23E
1901-02-01,1.345,0.541,Ebina,Japan,36.17N,139.23E
1901-03-01,5.016,0.33899999999999997,Ebina,Japan,36.17N,139.23E
1901-04-01,11.607000000000001,0.444,Ebina,Japan,36.17N,139.23E
1901-05-01,14.806,0.348,Ebina,Japan,36.17N,139.23E
1901-06-01,19.61,0.446,Ebina,Japan,36.17N,139.23E
1901-07-01,21.494,0.478,Ebina,Japan,36.17N,139.23E
1901-08-01,24.25,0.243,Ebina,Japan,36.17N,139.23E
1901-09-01,20.9,0.478,Ebina,Japan,36.17N,139.23E
1901-10-01,15.137,0.253,Ebina,Japan,36.17N,139.23E
1901-11-01,8.439,0.33,Ebina,Japan,36.17N,139.23E
1901-12-01,2.824,0.405,Ebina,Japan,36.17N,139.23E
1902-01-01,0.224,0.682,Ebina,Japan,36.17N,139.23E
1902-02-01,1.5530000000000002,0.426,Ebina,Japan,36.17N,139.23E
1902-03-01,6.688,0.315,Ebina,Japan,36.17N,139.23E
1902-04-01,9.463,0.21899999999999997,Ebina,Japan,36.17N,139.23E
1902-05-01,14.977,0.441,Ebina,Japan,36.17N,139.23E
1902-06-01,18.919,0.452,Ebina,Japan,36.17N,139.23E
1902-07-01,21.138,0.34,Ebina,Japan,36.17N,139.23E
1902-08-01,22.318,0.45799999999999996,Ebina,Japan,36.17N,139.23E
1902-09-01,21.410999999999998,0.24100000000000002,Ebina,Japan,36.17N,139.23E
1902-10-01,14.609000000000002,0.259,Ebina,Japan,36.17N,139.23E
1902-11-01,9.851,0.165,Ebina,Japan,36.17N,139.23E
1902-12-01,5.541,0.515,Ebina,Japan,36.17N,139.23E
1903-01-01,2.958,0.593,Ebina,Japan,36.17N,139.23E
1903-02-01,2.145,0.7090000000000001,Ebina,Japan,36.17N,139.23E
1903-03-01,6.669,0.484,Ebina,Japan,36.17N,139.23E
1903-04-01,11.387,0.425,Ebina,Japan,36.17N,139.23E
1903-05-01,14.467999999999998,0.336,Ebina,Japan,36.17N,139.23E
1903-06-01,18.59,0.424,Ebina,Japan,36.17N,139.23E
1903-07-01,22.375,0.5329999999999999,Ebina,Japan,36.17N,139.23E
1903-08-01,24.587,0.441,Ebina,Japan,36.17N,139.23E
1903-09-01,21.484,0.44,Ebina,Japan,36.17N,139.23E
1903-10-01,13.7,0.39399999999999996,Ebina,Japan,36.17N,139.23E
1903-11-01,7.569000000000001,0.442,Ebina,Japan,36.17N,139.23E
1903-12-01,2.099,0.424,Ebina,Japan,36.17N,139.23E
1904-01-01,-0.335,0.715,Ebina,Japan,36.17N,139.23E
1904-02-01,2.7030000000000003,0.58,Ebina,Japan,36.17N,139.23E
1904-03-01,4.712,0.387,Ebina,Japan,36.17N,139.23E
1904-04-01,11.981,0.325,Ebina,Japan,36.17N,139.23E
1904-05-01,14.447000000000001,0.285,Ebina,Japan,36.17N,139.23E
1904-06-01,20.776,0.34600000000000003,Ebina,Japan,36.17N,139.23E
1904-07-01,24.057,0.317,Ebina,Japan,36.17N,139.23E
1904-08-01,24.416999999999998,0.43200000000000005,Ebina,Japan,36.17N,139.23E
1904-09-01,19.724,0.324,Ebina,Japan,36.17N,139.23E
1904-10-01,14.462,0.177,Ebina,Japan,36.17N,139.23E
1904-11-01,7.091000000000001,0.302,Ebina,Japan,36.17N,139.23E
1904-12-01,3.4839999999999995,0.275,Ebina,Japan,36.17N,139.23E
1905-01-01,2.616,0.529,Ebina,Japan,36.17N,139.23E
1905-02-01,0.6379999999999999,0.419,Ebina,Japan,36.17N,139.23E
1905-03-01,4.335,0.37200000000000005,Ebina,Japan,36.17N,139.23E
1905-04-01,9.312,0.268,Ebina,Japan,36.17N,139.23E
1905-05-01,15.38,0.268,Ebina,Japan,36.17N,139.23E
1905-06-01,19.941,0.379,Ebina,Japan,36.17N,139.23E
1905-07-01,22.967,0.298,Ebina,Japan,36.17N,139.23E
1905-08-01,21.205,0.289,Ebina,Japan,36.17N,139.23E
1905-09-01,20.543000000000006,0.24600000000000002,Ebina,Japan,36.17N,139.23E
1905-10-01,14.387,0.285,Ebina,Japan,36.17N,139.23E
1905-11-01,8.259,0.326,Ebina,Japan,36.17N,139.23E
1905-12-01,4.8119999999999985,0.39899999999999997,Ebina,Japan,36.17N,139.23E
1906-01-01,-0.15300000000000002,0.40299999999999997,Ebina,Japan,36.17N,139.23E
1906-02-01,0.6709999999999998,0.392,Ebina,Japan,36.17N,139.23E
1906-03-01,5.376,0.375,Ebina,Japan,36.17N,139.23E
1906-04-01,10.74,0.163,Ebina,Japan,36.17N,139.23E
1906-05-01,15.038999999999998,0.475,Ebina,Japan,36.17N,139.23E
1906-06-01,17.781,0.43200000000000005,Ebina,Japan,36.17N,139.23E
1906-07-01,23.119000000000003,0.285,Ebina,Japan,36.17N,139.23E
1906-08-01,23.843000000000004,0.349,Ebina,Japan,36.17N,139.23E
1906-09-01,18.575000000000006,0.271,Ebina,Japan,36.17N,139.23E
1906-10-01,13.51,0.193,Ebina,Japan,36.17N,139.23E
1906-11-01,7.4639999999999995,0.28300000000000003,Ebina,Japan,36.17N,139.23E
1906-12-01,3.975,0.5429999999999999,Ebina,Japan,36.17N,139.23E
1907-01-01,2.112,0.429,Ebina,Japan,36.17N,139.23E
1907-02-01,0.7329999999999999,0.358,Ebina,Japan,36.17N,139.23E
1907-03-01,4.063,0.18100000000000002,Ebina,Japan,36.17N,139.23E
1907-04-01,10.445,0.24600000000000002,Ebina,Japan,36.17N,139.23E
1907-05-01,15.326,0.335,Ebina,Japan,36.17N,139.23E
1907-06-01,18.234,0.14,Ebina,Japan,36.17N,139.23E
1907-07-01,22.368,0.22899999999999998,Ebina,Japan,36.17N,139.23E
1907-08-01,25.185,0.336,Ebina,Japan,36.17N,139.23E
1907-09-01,20.137999999999998,0.22,Ebina,Japan,36.17N,139.23E
1907-10-01,13.331,0.247,Ebina,Japan,36.17N,139.23E
1907-11-01,9.456,0.242,Ebina,Japan,36.17N,139.23E
1907-12-01,2.2,0.511,Ebina,Japan,36.17N,139.23E
1908-01-01,1.102,0.544,Ebina,Japan,36.17N,139.23E
1908-02-01,1.276,0.395,Ebina,Japan,36.17N,139.23E
1908-03-01,4.549,0.374,Ebina,Japan,36.17N,139.23E
1908-04-01,10.46,0.175,Ebina,Japan,36.17N,139.23E
1908-05-01,14.707,0.261,Ebina,Japan,36.17N,139.23E
1908-06-01,19.722,0.23600000000000002,Ebina,Japan,36.17N,139.23E
1908-07-01,21.679,0.34700000000000003,Ebina,Japan,36.17N,139.23E
1908-08-01,24.645,0.336,Ebina,Japan,36.17N,139.23E
1908-09-01,18.368,0.266,Ebina,Japan,36.17N,139.23E
1908-10-01,14.185,0.295,Ebina,Japan,36.17N,139.23E
1908-11-01,6.9990000000000006,0.397,Ebina,Japan,36.17N,139.23E
1908-12-01,2.897,0.6920000000000001,Ebina,Japan,36.17N,139.23E
1909-01-01,0.10000000000000007,0.24,Ebina,Japan,36.17N,139.23E
1909-02-01,0.696,0.191,Ebina,Japan,36.17N,139.23E
1909-03-01,4.648,0.39399999999999996,Ebina,Japan,36.17N,139.23E
1909-04-01,11.74,0.182,Ebina,Japan,36.17N,139.23E
1909-05-01,15.418,0.225,Ebina,Japan,36.17N,139.23E
1909-06-01,19.339000000000002,0.18899999999999997,Ebina,Japan,36.17N,139.23E
1909-07-01,23.776999999999997,0.18600000000000003,Ebina,Japan,36.17N,139.23E
1909-08-01,24.64,0.22,Ebina,Japan,36.17N,139.23E
1909-09-01,20.477,0.33399999999999996,Ebina,Japan,36.17N,139.23E
1909-10-01,12.838,0.406,Ebina,Japan,36.17N,139.23E
1909-11-01,8.213000000000001,0.27,Ebina,Japan,36.17N,139.23E
1909-12-01,2.5889999999999995,0.43,Ebina,Japan,36.17N,139.23E
1910-01-01,2.6790000000000003,0.41100000000000003,Ebina,Japan,36.17N,139.23E
1910-02-01,0.6519999999999999,0.321,Ebina,Japan,36.17N,139.23E
1910-03-01,3.938,0.336,Ebina,Japan,36.17N,139.23E
1910-04-01,10.505,0.28800000000000003,Ebina,Japan,36.17N,139.23E
1910-05-01,15.294999999999998,0.214,Ebina,Japan,36.17N,139.23E
1910-06-01,19.873,0.156,Ebina,Japan,36.17N,139.23E
1910-07-01,22.548,0.23800000000000002,Ebina,Japan,36.17N,139.23E
1910-08-01,23.233,0.213,Ebina,Japan,36.17N,139.23E
1910-09-01,19.634,0.183,Ebina,Japan,36.17N,139.23E
1910-10-01,14.552999999999999,0.321,Ebina,Japan,36.17N,139.23E
1910-11-01,8.732999999999999,0.363,Ebina,Japan,36.17N,139.23E
1910-12-01,2.39,0.41100000000000003,Ebina,Japan,36.17N,139.23E
1911-01-01,0.616,0.266,Ebina,Japan,36.17N,139.23E
1911-02-01,3.3310000000000004,0.429,Ebina,Japan,36.17N,139.23E
1911-03-01,6.475,0.42200000000000004,Ebina,Japan,36.17N,139.23E
1911-04-01,11.597999999999999,0.384,Ebina,Japan,36.17N,139.23E
1911-05-01,14.816999999999998,0.354,Ebina,Japan,36.17N,139.23E
1911-06-01,19.987000000000002,0.28300000000000003,Ebina,Japan,36.17N,139.23E
1911-07-01,23.478,0.34600000000000003,Ebina,Japan,36.17N,139.23E
1911-08-01,24.393,0.248,Ebina,Japan,36.17N,139.23E
1911-09-01,21.345,0.294,Ebina,Japan,36.17N,139.23E
1911-10-01,13.872,0.16899999999999998,Ebina,Japan,36.17N,139.23E
1911-11-01,10.609000000000002,0.312,Ebina,Japan,36.17N,139.23E
1911-12-01,3.187,0.507,Ebina,Japan,36.17N,139.23E
1912-01-01,0.972,0.519,Ebina,Japan,36.17N,139.23E
1912-02-01,4.231,0.493,Ebina,Japan,36.17N,139.23E
1912-03-01,6.153,0.373,Ebina,Japan,36.17N,139.23E
1912-04-01,11.117,0.267,Ebina,Japan,36.17N,139.23E
1912-05-01,15.153,0.195,Ebina,Japan,36.17N,139.23E
1912-06-01,19.088,0.19,Ebina,Japan,36.17N,139.23E
1912-07-01,23.118,0.354,Ebina,Japan,36.17N,139.23E
1912-08-01,24.680999999999997,0.34600000000000003,Ebina,Japan,36.17N,139.23E
1912-09-01,18.977999999999998,0.382,Ebina,Japan,36.17N,139.23E
1912-10-01,14.008,0.389,Ebina,Japan,36.17N,139.23E
1912-11-01,7.508000000000001,0.35600000000000004,Ebina,Japan,36.17N,139.23E
1912-12-01,2.875,0.218,Ebina,Japan,36.17N,139.23E
1913-01-01,-0.11900000000000001,0.111,Ebina,Japan,36.17N,139.23E
1913-02-01,2.101,0.426,Ebina,Japan,36.17N,139.23E
1913-03-01,4.012,0.19699999999999998,Ebina,Japan,36.17N,139.23E
1913-04-01,11.970999999999998,0.271,Ebina,Japan,36.17N,139.23E
1913-05-01,14.415,0.223,Ebina,Japan,36.17N,139.23E
1913-06-01,19.108,0.306,Ebina,Japan,36.17N,139.23E
1913-07-01,22.534,0.37200000000000005,Ebina,Japan,36.17N,139.23E
1913-08-01,22.943,0.545,Ebina,Japan,36.17N,139.23E
1913-09-01,18.658,0.58,Ebina,Japan,36.17N,139.23E
1913-10-01,13.86,0.434,Ebina,Japan,36.17N,139.23E
1913-11-01,7.794,0.32,Ebina,Japan,36.17N,139.23E
1913-12-01,3.385,0.312,Ebina,Japan,36.17N,139.23E
1914-01-01,2.367,0.563,Ebina,Japan,36.17N,139.23E
1914-02-01,1.9040000000000001,0.368,Ebina,Japan,36.17N,139.23E
1914-03-01,7.195,0.318,Ebina,Japan,36.17N,139.23E
1914-04-01,9.727,0.303,Ebina,Japan,36.17N,139.23E
1914-05-01,16.182000000000002,0.504,Ebina,Japan,36.17N,139.23E
1914-06-01,20.417,0.27399999999999997,Ebina,Japan,36.17N,139.23E
1914-07-01,24.515,0.295,Ebina,Japan,36.17N,139.23E
1914-08-01,25.203000000000007,0.271,Ebina,Japan,36.17N,139.23E
1914-09-01,21.369000000000003,0.336,Ebina,Japan,36.17N,139.23E
1914-10-01,13.915999999999999,0.28600000000000003,Ebina,Japan,36.17N,139.23E
1914-11-01,10.397,0.439,Ebina,Japan,36.17N,139.23E
1914-12-01,3.984,0.33,Ebina,Japan,36.17N,139.23E
1915-01-01,1.214,0.345,Ebina,Japan,36.17N,139.23E
1915-02-01,2.254,0.401,Ebina,Japan,36.17N,139.23E
1915-03-01,4.526,0.506,Ebina,Japan,36.17N,139.23E
1915-04-01,10.076,0.326,Ebina,Japan,36.17N,139.23E
1915-05-01,14.525999999999998,0.42,Ebina,Japan,36.17N,139.23E
1915-06-01,21.103,0.18600000000000003,Ebina,Japan,36.17N,139.23E
1915-07-01,23.700000000000006,0.311,Ebina,Japan,36.17N,139.23E
1915-08-01,24.686,0.28,Ebina,Japan,36.17N,139.23E
1915-09-01,21.508000000000006,0.305,Ebina,Japan,36.17N,139.23E
1915-10-01,15.834000000000001,0.21100000000000002,Ebina,Japan,36.17N,139.23E
1915-11-01,9.561,0.373,Ebina,Japan,36.17N,139.23E
1915-12-01,3.88,0.35700000000000004,Ebina,Japan,36.17N,139.23E
1916-01-01,3.1500000000000004,0.456,Ebina,Japan,36.17N,139.23E
1916-02-01,2.479,0.568,Ebina,Japan,36.17N,139.23E
1916-03-01,3.858,0.53,Ebina,Japan,36.17N,139.23E
1916-04-01,11.017000000000001,0.36,Ebina,Japan,36.17N,139.23E
1916-05-01,15.812000000000001,0.203,Ebina,Japan,36.17N,139.23E
1916-06-01,21.956999999999997,0.301,Ebina,Japan,36.17N,139.23E
1916-07-01,23.200000000000006,0.151,Ebina,Japan,36.17N,139.23E
1916-08-01,24.588,0.35,Ebina,Japan,36.17N,139.23E
1916-09-01,22.248,0.289,Ebina,Japan,36.17N,139.23E
1916-10-01,14.314,0.256,Ebina,Japan,36.17N,139.23E
1916-11-01,9.767999999999999,0.16399999999999998,Ebina,Japan,36.17N,139.23E
1916-12-01,4.832999999999998,0.48,Ebina,Japan,36.17N,139.23E
1917-01-01,0.31099999999999994,0.56,Ebina,Japan,36.17N,139.23E
1917-02-01,2.201,0.605,Ebina,Japan,36.17N,139.23E
1917-03-01,4.718,0.25,Ebina,Japan,36.17N,139.23E
1917-04-01,10.767000000000001,0.272,Ebina,Japan,36.17N,139.23E
1917-05-01,14.050999999999998,0.205,Ebina,Japan,36.17N,139.23E
1917-06-01,18.784000000000002,0.23600000000000002,Ebina,Japan,36.17N,139.23E
1917-07-01,25.058000000000003,0.40299999999999997,Ebina,Japan,36.17N,139.23E
1917-08-01,24.022,0.34299999999999997,Ebina,Japan,36.17N,139.23E
1917-09-01,20.945999999999998,0.49200000000000005,Ebina,Japan,36.17N,139.23E
1917-10-01,14.946,0.19699999999999998,Ebina,Japan,36.17N,139.23E
1917-11-01,6.655,0.311,Ebina,Japan,36.17N,139.23E
1917-12-01,2.0409999999999995,0.302,Ebina,Japan,36.17N,139.23E
1918-01-01,-0.7790000000000001,0.341,Ebina,Japan,36.17N,139.23E
1918-02-01,1.422,0.325,Ebina,Japan,36.17N,139.23E
1918-03-01,4.912,0.40399999999999997,Ebina,Japan,36.17N,139.23E
1918-04-01,10.134,0.33899999999999997,Ebina,Japan,36.17N,139.23E
1918-05-01,15.099999999999998,0.34700000000000003,Ebina,Japan,36.17N,139.23E
1918-06-01,19.284000000000002,0.239,Ebina,Japan,36.17N,139.23E
1918-07-01,25.256,0.345,Ebina,Japan,36.17N,139.23E
1918-08-01,25.086,0.222,Ebina,Japan,36.17N,139.23E
1918-09-01,21.046000000000006,0.264,Ebina,Japan,36.17N,139.23E
1918-10-01,14.277999999999999,0.17,Ebina,Japan,36.17N,139.23E
1918-11-01,8.482000000000001,0.251,Ebina,Japan,36.17N,139.23E
1918-12-01,2.0409999999999995,0.28600000000000003,Ebina,Japan,36.17N,139.23E
1919-01-01,0.6829999999999999,0.307,Ebina,Japan,36.17N,139.23E
1919-02-01,2.039,0.498,Ebina,Japan,36.17N,139.23E
1919-03-01,6.529,0.53,Ebina,Japan,36.17N,139.23E
1919-04-01,11.379000000000001,0.6509999999999999,Ebina,Japan,36.17N,139.23E
1919-05-01,15.04,0.345,Ebina,Japan,36.17N,139.23E
1919-06-01,19.195,0.214,Ebina,Japan,36.17N,139.23E
1919-07-01,23.108,0.15,Ebina,Japan,36.17N,139.23E
1919-08-01,24.175,0.33299999999999996,Ebina,Japan,36.17N,139.23E
1919-09-01,21.203000000000007,0.129,Ebina,Japan,36.17N,139.23E
1919-10-01,14.765999999999998,0.233,Ebina,Japan,36.17N,139.23E
1919-11-01,9.699,0.293,Ebina,Japan,36.17N,139.23E
1919-12-01,3.2829999999999995,0.35600000000000004,Ebina,Japan,36.17N,139.23E
1920-01-01,2.167,0.221,Ebina,Japan,36.17N,139.23E
1920-02-01,0.6619999999999999,0.371,Ebina,Japan,36.17N,139.23E
1920-03-01,5.092,0.23600000000000002,Ebina,Japan,36.17N,139.23E
1920-04-01,10.892000000000001,0.581,Ebina,Japan,36.17N,139.23E
1920-05-01,15.457999999999998,0.184,Ebina,Japan,36.17N,139.23E
1920-06-01,19.5,0.312,Ebina,Japan,36.17N,139.23E
1920-07-01,25.203000000000007,0.222,Ebina,Japan,36.17N,139.23E
1920-08-01,24.818,0.201,Ebina,Japan,36.17N,139.23E
1920-09-01,20.291,0.235,Ebina,Japan,36.17N,139.23E
1920-10-01,14.714,0.294,Ebina,Japan,36.17N,139.23E
1920-11-01,10.199,0.428,Ebina,Japan,36.17N,139.23E
1920-12-01,3.266,0.441,Ebina,Japan,36.17N,139.23E
1921-01-01,1.8769999999999998,0.29,Ebina,Japan,36.17N,139.23E
1921-02-01,1.251,0.47700000000000004,Ebina,Japan,36.17N,139.23E
1921-03-01,3.938,0.24,Ebina,Japan,36.17N,139.23E
1921-04-01,12.224,0.447,Ebina,Japan,36.17N,139.23E
1921-05-01,15.108999999999998,0.249,Ebina,Japan,36.17N,139.23E
1921-06-01,18.176,0.36200000000000004,Ebina,Japan,36.17N,139.23E
1921-07-01,23.807,0.309,Ebina,Japan,36.17N,139.23E
1921-08-01,24.763,0.242,Ebina,Japan,36.17N,139.23E
1921-09-01,20.169,0.213,Ebina,Japan,36.17N,139.23E
1921-10-01,13.978,0.369,Ebina,Japan,36.17N,139.23E
1921-11-01,7.0150000000000015,0.32,Ebina,Japan,36.17N,139.23E
1921-12-01,3.1,0.249,Ebina,Japan,36.17N,139.23E
1922-01-01,-1.5799999999999998,0.43,Ebina,Japan,36.17N,139.23E
1922-02-01,4.63,0.45,Ebina,Japan,36.17N,139.23E
1922-03-01,4.789,0.225,Ebina,Japan,36.17N,139.23E
1922-04-01,11.725,0.375,Ebina,Japan,36.17N,139.23E
1922-05-01,15.605999999999998,0.376,Ebina,Japan,36.17N,139.23E
1922-06-01,20.63,0.293,Ebina,Japan,36.17N,139.23E
1922-07-01,24.337000000000003,0.307,Ebina,Japan,36.17N,139.23E
1922-08-01,26.254,0.292,Ebina,Japan,36.17N,139.23E
